"","IBA","ID","country","currentRich","futureRich","emmigrants","colonists","stablesp","GCM","SDM"
"301","Laquipampa","14861","Peru","78","89","1","12","77","CCSM4","GAM"
"302","Parque Nacional Tingo María","14862","Peru","116","102","17","3","99","CCSM4","GAM"
"303","Atiquipa","14869","Peru","29","27","3","1","26","CCSM4","GAM"
"304","Mandorcasa","14881","Peru","112","116","3","7","109","CCSM4","GAM"
"305","Chiguata","14883","Peru","61","61","1","1","60","CCSM4","GAM"
"306","Chalhuanca","14886","Peru","57","55","2","0","55","CCSM4","GAM"
"307","Cerro Huanzalá-Huallanca","14887","Peru","79","78","2","1","77","CCSM4","GAM"
"308","Playa Pampa","14888","Peru","99","97","7","5","92","CCSM4","GAM"
"309","Milpo","14889","Peru","99","97","7","5","92","CCSM4","GAM"
"310","Chaparrí","14892","Peru","72","82","4","14","68","CCSM4","GAM"
"311","Río Mantaro-Cordillera Central","14899","Peru","131","131","3","3","128","CCSM4","GAM"
"312","Isla Lobos de Tierra","14904","Peru","40","37","7","4","33","CCSM4","GAM"
"313","Alto Valle del Saña","14905","Peru","81","80","4","3","77","CCSM4","GAM"
"314","Suyo-La Tina","14907","Peru","80","80","3","3","77","CCSM4","GAM"
"315","Bosques Secos de Salitral - Huarmaca - Olmos","14910","Peru","68","67","3","2","65","CCSM4","GAM"
"316","Reserva Nacional de Paracas","14911","Peru","24","24","1","1","23","CCSM4","GAM"
"317","Bosque de Cuyas","14915","Peru","56","60","4","8","52","CCSM4","GAM"
"318","Parque Nacional Cordillera Azul","14918","Peru","138","123","16","1","122","CCSM4","GAM"
"319","Cuenca Río Nanay","14919","Peru","84","80","5","1","79","CCSM4","GAM"
"320","Manu","14920","Peru","180","179","1","0","179","CCSM4","GAM"
"321","Parque Nacional Archipiélago Los Roques","14923","Venezuela","34","29","7","2","27","CCSM4","GAM"
"322","Parque Nacional Canaima","14924","Venezuela","116","120","1","5","115","CCSM4","GAM"
"323","Parque Nacional El Tamá","14925","Venezuela","103","106","3","6","100","CCSM4","GAM"
"324","Henri Pittier National Park (Parque Nacional Henri Pittier IBA)","14926","Venezuela","88","84","4","0","84","CCSM4","GAM"
"325","Morrocoy National Park (Parque Nacional Morrocoy IBA)","14927","Venezuela","74","71","5","2","69","CCSM4","GAM"
"326","Parque Nacional El Ávila","14928","Venezuela","86","83","3","0","83","CCSM4","GAM"
"327","Parque Nacional Sierra Nevada","14929","Venezuela","99","102","1","4","98","CCSM4","GAM"
"328","Parque Nacional Perijá (part of Serrania de Perija transboundary AZE)","14930","Venezuela","92","98","4","10","88","CCSM4","GAM"
"329","Parque Nacional Sierra La Culata","14931","Venezuela","92","91","5","4","87","CCSM4","GAM"
"330","Peninsula de Paria National Park (Parque Nacional Península de Paria IBA)","14932","Venezuela","75","75","2","2","73","CCSM4","GAM"
"331","Parque Nacional San Esteban","14933","Venezuela","89","81","8","0","81","CCSM4","GAM"
"332","Parque Nacional Guatopo","14934","Venezuela","89","87","3","1","86","CCSM4","GAM"
"333","Parque Nacional Guaramacal","14935","Venezuela","75","76","3","4","72","CCSM4","GAM"
"334","Parque Nacional Páramos Batallón y La Negra","14936","Venezuela","98","101","2","5","96","CCSM4","GAM"
"335","Dinira National Park and surrounding areas (Refugio de Fauna Silvestre y Reserva de Pesca Parque Nacional Dinira IBA)","14937","Venezuela","100","106","0","6","100","CCSM4","GAM"
"336","Parque Nacional El Guácharo","14938","Venezuela","83","81","3","1","80","CCSM4","GAM"
"337","Zona Protectora Macizo Montañoso del Turimiquire","14939","Venezuela","86","84","3","1","83","CCSM4","GAM"
"338","Refugio de Fauna Silvestre Cuare","14940","Venezuela","75","73","4","2","71","CCSM4","GAM"
"339","Yapacana National Park (Parque Nacional Yapacana IBA)","14941","Venezuela","93","84","10","1","83","CCSM4","GAM"
"340","Parque Nacional Sierra de San Luis","14942","Venezuela","71","64","8","1","63","CCSM4","GAM"
"341","Monumento Natural Tepui Roraima","14943","Venezuela","95","101","3","9","92","CCSM4","GAM"
"342","Reserva Forestal Imataca","14944","Venezuela","125","124","1","0","124","CCSM4","GAM"
"343","Parque Nacional Yacambú","14945","Venezuela","97","94","6","3","91","CCSM4","GAM"
"344","Parque Nacional Serranía La Neblina","14946","Venezuela","85","86","1","2","84","CCSM4","GAM"
"345","Parque Nacional Macarao","14947","Venezuela","79","78","3","2","76","CCSM4","GAM"
"346","Parque Nacional Terepaima","14948","Venezuela","79","70","10","1","69","CCSM4","GAM"
"347","Parque Nacional Santos Luzardo","14949","Venezuela","75","71","12","8","63","CCSM4","GAM"
"348","Parque Nacional Duida-Marahuaca","14950","Venezuela","93","94","1","2","92","CCSM4","GAM"
"349","Parque Nacional Parima-Tapirapecó","14951","Venezuela","98","102","0","4","98","CCSM4","GAM"
"350","Monumento Natural Tepui Guaiquinima","14952","Venezuela","87","89","1","3","86","CCSM4","GAM"
"351","Monumento Natural Pico Codazzi","14953","Venezuela","79","78","3","2","76","CCSM4","GAM"
"352","Monumento Natural Tepui Yavi","14954","Venezuela","84","74","14","4","70","CCSM4","GAM"
"353","Parque Nacional Ciénagas de Juan Manuel","14955","Venezuela","79","74","7","2","72","CCSM4","GAM"
"354","Reserva de Fauna Silvestre Ciénagas de Juan Manuel, Aguas Blancas y Aguas Negras","14956","Venezuela","79","74","7","2","72","CCSM4","GAM"
"355","Parque Nacional Aguaro-Guariquito","14957","Venezuela","82","69","14","1","68","CCSM4","GAM"
"356","Parque Nacional Yurubí","14958","Venezuela","86","85","3","2","83","CCSM4","GAM"
"357","Parque Nacional Médanos de Coro","14959","Venezuela","64","60","5","1","59","CCSM4","GAM"
"358","Refugio de Fauna Silvestre y Reserva de Pesca Ciénaga de Los Olivitos","14960","Venezuela","70","67","6","3","64","CCSM4","GAM"
"359","Refugio de Fauna Silvestre Isla de Aves","14961","Venezuela","0","0","0","0","0","CCSM4","GAM"
"360","Reserva de Fauna Silvestre Esteros de Camaguán","14962","Venezuela","67","59","10","2","57","CCSM4","GAM"
"361","Reserva de Fauna Silvestre Gran Morichal","14963","Venezuela","82","81","2","1","80","CCSM4","GAM"
"362","Refugio de Fauna Silvestre y Reserva de Pesca Laguna de Boca de Caño","14964","Venezuela","56","51","9","4","47","CCSM4","GAM"
"363","Parque Nacional Laguna de Tacarigua","14965","Venezuela","73","72","1","0","72","CCSM4","GAM"
"364","Parque Nacional Mochima","14966","Venezuela","74","71","3","0","71","CCSM4","GAM"
"365","Parque Nacional Laguna de La Restinga","14967","Venezuela","51","44","7","0","44","CCSM4","GAM"
"366","Parque Nacional Turuépano","14968","Venezuela","82","82","1","1","81","CCSM4","GAM"
"367","Parque Nacional Tirgua (General Manuel Manrique)","14969","Venezuela","91","89","3","1","88","CCSM4","GAM"
"368","Parque Nacional Mariusa-Delta del Orinoco","14970","Venezuela","76","78","2","4","74","CCSM4","GAM"
"369","Parque Nacional Jaua-Sarisariñama","14971","Venezuela","87","86","3","2","84","CCSM4","GAM"
"370","Reserva de Fauna Silvestre Tucurere","14972","Venezuela","77","75","4","2","73","CCSM4","GAM"
"371","Monumento Natural Laguna de las Marites","14973","Venezuela","57","52","5","0","52","CCSM4","GAM"
"372","Reserva Forestal Sipapo","14974","Venezuela","108","107","3","2","105","CCSM4","GAM"
"373","Isla La Blanquilla","14975","Venezuela","38","35","3","0","35","CCSM4","GAM"
"374","Zona Protectora San Rafael de Guasare","14976","Venezuela","102","99","3","0","99","CCSM4","GAM"
"375","Yavita-Pimichin","14977","Venezuela","80","78","3","1","77","CCSM4","GAM"
"376","Humedales Boca de Hueque y Sauca","14978","Venezuela","75","67","8","0","67","CCSM4","GAM"
"377","Humedal Chacopata","14979","Venezuela","57","52","5","0","52","CCSM4","GAM"
"378","Palmichal","14980","Venezuela","84","79","6","1","78","CCSM4","GAM"
"379","Reserva Privada Hato Masaguaral","14981","Venezuela","69","62","10","3","59","CCSM4","GAM"
"380","Parque Nacional Cerro El Copey","14982","Venezuela","59","53","7","1","52","CCSM4","GAM"
"381","Monumento Natural Tepui Guanay","14983","Venezuela","83","67","20","4","63","CCSM4","GAM"
"382","Monumento Natural Tepui Parú","14984","Venezuela","96","96","2","2","94","CCSM4","GAM"
"383","Humedales Boca del Río Unare","14986","Venezuela","60","58","3","1","57","CCSM4","GAM"
"384","Pedernales-Capure","14987","Venezuela","75","78","1","4","74","CCSM4","GAM"
"385","Caruachi","14988","Venezuela","104","99","5","0","99","CCSM4","GAM"
"386","Campamento Junglaven","14989","Venezuela","92","80","16","4","76","CCSM4","GAM"
"387","Reserva Privada Hato El Frío","14990","Venezuela","69","67","9","7","60","CCSM4","GAM"
"388","Monumento Natural Tepui Yutajé","14992","Venezuela","83","67","20","4","63","CCSM4","GAM"
"389","Monumento Natural Cerro Urutaní","14993","Venezuela","84","90","1","7","83","CCSM4","GAM"
"390","Parque Nacional Tapo-Caparo","14994","Venezuela","97","102","1","6","96","CCSM4","GAM"
"391","Reserva Privada Hato El Cedral","14995","Venezuela","73","73","6","6","67","CCSM4","GAM"
"392","Reserva Privada Hato Piñero","14996","Venezuela","71","71","6","6","65","CCSM4","GAM"
"393","Parque Nacional Natural Chiribiquete","19049","Colombia","77","77","1","1","76","CCSM4","GAM"
"394","Reserva Natural Cajibío","19053","Colombia","74","79","1","6","73","CCSM4","GAM"
"395","Soatá","19059","Colombia","59","61","0","2","59","CCSM4","GAM"
"396","Bosque de Polylepis de Mina Elba","19061","Bolivia","72","74","1","3","71","CCSM4","GAM"
"397","Bosque de Polylepis de Sanja Pampa","19062","Bolivia","103","100","15","12","88","CCSM4","GAM"
"398","Estación Biológica Mosiro-Itajura","19068","Colombia","50","54","0","4","50","CCSM4","GAM"
"399","Riberas del Río Duda","19073","Colombia","74","77","2","5","72","CCSM4","GAM"
"400","Isla Mirití","19076","Colombia","50","53","0","3","50","CCSM4","GAM"
"401","Laguna de la Cocha","19079","Colombia","97","105","1","9","96","CCSM4","GAM"
"402","Parque Nacional Natural de Pisba","19083","Colombia","94","98","1","5","93","CCSM4","GAM"
"403","Parque Nacional Natural El Cocuy","19084","Colombia","91","98","1","8","90","CCSM4","GAM"
"404","Parque Nacional Natural Gorgona","19085","Colombia","64","58","6","0","58","CCSM4","GAM"
"405","Santuario de Fauna y Flora Malpelo","19086","Colombia","20","19","2","1","18","CCSM4","GAM"
"406","Parque Nacional Natural Sanquianga","19088","Colombia","70","72","1","3","69","CCSM4","GAM"
"407","Sumapaz Natural National Park (Parque Nacional Natural Sumapaz IBA)","19089","Colombia","107","111","3","7","104","CCSM4","GAM"
"408","Parque Nacional Natural Tamá","19090","Colombia","63","73","2","12","61","CCSM4","GAM"
"409","Parque Nacional Natural El Tuparro","19091","Colombia","80","72","13","5","67","CCSM4","GAM"
"410","Parque Natural Regional Páramo del Duende","19092","Colombia","99","98","5","4","94","CCSM4","GAM"
"411","Reserva El Oso","19096","Colombia","87","94","0","7","87","CCSM4","GAM"
"412","Santuario de Fauna y Flora Galeras","19102","Colombia","63","72","1","10","62","CCSM4","GAM"
"413","Serranía de las Minas","19103","Colombia","93","96","2","5","91","CCSM4","GAM"
"414","Serranía de los Paraguas","19104","Colombia","92","90","4","2","88","CCSM4","GAM"
"415","Lagos de Yahuarcaca e Isla Ronda","19110","Colombia","70","70","1","1","69","CCSM4","GAM"
"416","Cuenca del Río Hereje","19116","Colombia","84","82","5","3","79","CCSM4","GAM"
"417","Parque Nacional Cerros de Amotape","19122","Peru","74","65","10","1","64","CCSM4","GAM"
"418","Humedales del Sur de Isabela","19127","Ecuador","12","11","1","0","11","CCSM4","GAM"
"419","Áreas costeras de Fernandina y del occidente de Isabela","19128","Ecuador","12","12","0","0","12","CCSM4","GAM"
"420","Bosque de San Antonio/Km 18","19130","Colombia","83","84","3","4","80","CCSM4","GAM"
"421","Bosques de la Falla del Tequendama","19131","Colombia","66","73","1","8","65","CCSM4","GAM"
"422","Enclave Seco del Río Dagua","19135","Colombia","79","80","3","4","76","CCSM4","GAM"
"423","Humedal La Lipa","19136","Colombia","51","68","2","19","49","CCSM4","GAM"
"424","Laguna de Tota","19137","Colombia","81","88","1","8","80","CCSM4","GAM"
"425","Bosque de Polylepis de Taquesi","19142","Bolivia","103","100","15","12","88","CCSM4","GAM"
"426","Cafetales de Támesis","19143","Colombia","63","66","1","4","62","CCSM4","GAM"
"427","Delta del Río San Juan","19149","Colombia","45","45","1","1","44","CCSM4","GAM"
"428","San San Pond Sak Wetlands","19254","Panama","53","46","9","2","44","CCSM4","GAM"
"429","Bocas del Toro Archipelago","19256","Panama","37","34","4","1","33","CCSM4","GAM"
"430","Isla Escudo de Veraguas (Escudo de Veraguas Island IBA)","19262","Panama","33","28","5","0","28","CCSM4","GAM"
"431","La Amistad International Park (part of La Amistad and Surrounding Areas AZE)","19263","Panama","64","62","3","1","61","CCSM4","GAM"
"432","Palo Seco Protection Forest","19264","Panama","65","65","3","3","62","CCSM4","GAM"
"433","Santa Clara","19265","Panama","53","53","2","2","51","CCSM4","GAM"
"434","Volcán Barú National Park","19266","Panama","62","61","2","1","60","CCSM4","GAM"
"435","Fortuna Forest Reserve","19267","Panama","57","54","3","0","54","CCSM4","GAM"
"436","Cerro Santiago","19268","Panama","60","53","7","0","53","CCSM4","GAM"
"437","El Chorogo-Palo Blanco","19269","Panama","49","42","8","1","41","CCSM4","GAM"
"438","Quebrada Mellicita-Charco Azul","19271","Panama","44","36","9","1","35","CCSM4","GAM"
"439","David Mangroves","19273","Panama","47","41","7","1","40","CCSM4","GAM"
"440","Cerro Batipa","19274","Panama","38","36","2","0","36","CCSM4","GAM"
"441","Gran Galera de Chorcha-Cerro Barro Blanco","19275","Panama","38","36","2","0","36","CCSM4","GAM"
"442","Golfo de los Mosquitos Forests","19277","Panama","62","61","1","0","61","CCSM4","GAM"
"443","Santa Fé National Park","19278","Panama","58","57","2","1","56","CCSM4","GAM"
"444","Coiba National Park","19279","Panama","35","36","1","2","34","CCSM4","GAM"
"445","Golfo de Montijo Wetlands","19280","Panama","41","41","0","0","41","CCSM4","GAM"
"446","Cébaco Island","19281","Panama","40","41","0","1","40","CCSM4","GAM"
"447","Cerro Hoya National Park","19283","Panama","40","40","0","0","40","CCSM4","GAM"
"448","General de División Omar Torrijos Herrera National Park","19284","Panama","59","57","2","0","57","CCSM4","GAM"
"449","Parita Bay","19286","Panama","47","46","1","0","46","CCSM4","GAM"
"450","El Valle de Antón","19290","Panama","55","52","3","0","52","CCSM4","GAM"
"451","Santa María Wetlands","19291","Panama","36","37","0","1","36","CCSM4","GAM"
"452","El Montuoso Forest Reserve","19295","Panama","34","35","1","2","33","CCSM4","GAM"
"453","Frailes del Sur Islands","19300","Panama","0","0","0","0","0","CCSM4","GAM"
"454","San Lorenzo National Park","19301","Panama","56","56","0","0","56","CCSM4","GAM"
"455","Portobelo National Park","19303","Panama","56","55","2","1","54","CCSM4","GAM"
"456","Altos de Campana National Park","19304","Panama","55","55","2","2","53","CCSM4","GAM"
"457","Taborcillo Island and Chame Bay","19306","Panama","38","40","2","4","36","CCSM4","GAM"
"458","Chorrera Bay","19307","Panama","38","40","2","4","36","CCSM4","GAM"
"459","Barro Colorado Nature Monument","19309","Panama","55","52","3","0","52","CCSM4","GAM"
"460","Panama Canal West Bank","19310","Panama","55","55","2","2","53","CCSM4","GAM"
"461","Soberanía National Park","19311","Panama","55","52","3","0","52","CCSM4","GAM"
"462","Camino de Cruces National Park","19312","Panama","55","55","2","2","53","CCSM4","GAM"
"463","Metropolitan Nature Park","19313","Panama","55","55","2","2","53","CCSM4","GAM"
"464","Taboga Group","19315","Panama","38","40","2","4","36","CCSM4","GAM"
"465","Chagres National Park","19318","Panama","59","56","4","1","55","CCSM4","GAM"
"466","Upper Bay of Panamá","19322","Panama","55","51","6","2","49","CCSM4","GAM"
"467","Chimán Wetlands","19323","Panama","48","43","6","1","42","CCSM4","GAM"
"468","Pearl Archipelago","19324","Panama","34","35","1","2","33","CCSM4","GAM"
"469","Majé Hydrological Reserve","19335","Panama","51","46","5","0","46","CCSM4","GAM"
"470","Serranía de Majé","19336","Panama","52","47","6","1","46","CCSM4","GAM"
"471","Narganá Wildlands Area","19337","Panama","59","56","3","0","56","CCSM4","GAM"
"472","Punta Garachiné-Cerro Sapo","19338","Panama","57","55","4","2","53","CCSM4","GAM"
"473","Ensenada de Garachiné Wetlands","19339","Panama","49","41","9","1","40","CCSM4","GAM"
"474","Punta Patiño Nature Reserve and Wetlands","19340","Panama","49","41","9","1","40","CCSM4","GAM"
"475","Darién National Park","19341","Panama","67","70","0","3","67","CCSM4","GAM"
"476","Congo and Cucunatí Estuaries","19345","Panama","52","43","10","1","42","CCSM4","GAM"
"477","Sur de Ramallo","19347","Argentina","73","70","3","0","70","CCSM4","GAM"
"478","Vuelta de Obligado","19348","Argentina","70","68","2","0","68","CCSM4","GAM"
"479","Barrancas de Baradero","19349","Argentina","73","72","1","0","72","CCSM4","GAM"
"480","Reserva Natural Otamendi, Reserva Provincial Río Lujan y alrededores","19350","Argentina","76","74","2","0","74","CCSM4","GAM"
"481","El Talar de Belén","19351","Argentina","71","70","2","1","69","CCSM4","GAM"
"482","Reserva Natural de Uso Múltiple Isla Martín García","19352","Argentina","70","70","1","1","69","CCSM4","GAM"
"483","Reserva Natural Punta Lara","19353","Argentina","67","67","1","1","66","CCSM4","GAM"
"484","Parque Costero del Sur","19354","Argentina","67","67","2","2","65","CCSM4","GAM"
"485","Bahía de Samborombón y Punta Rasa","19355","Argentina","66","65","3","2","63","CCSM4","GAM"
"486","Laguna de Pradere","19356","Argentina","50","50","1","1","49","CCSM4","GAM"
"487","Reserva de Biosfera Albufera de Mar Chiquita","19357","Argentina","60","59","2","1","58","CCSM4","GAM"
"488","Playa Punta Mogotes y Puerto de Mar del Plata","19358","Argentina","60","59","2","1","58","CCSM4","GAM"
"489","Reserva Provincial Laguna Salada Grande","19359","Argentina","62","61","3","2","59","CCSM4","GAM"
"490","Sierras Australes de Buenos Aires","19360","Argentina","57","56","2","1","55","CCSM4","GAM"
"491","Reserva de Uso Múltiple de Bahía Blanca, Bahía Falsa y Bahía Verde","19361","Argentina","59","60","1","2","58","CCSM4","GAM"
"492","Reserva de Uso Múltiple San Blas y Refugio de Vida silvestre Complementario","19362","Argentina","56","54","4","2","52","CCSM4","GAM"
